class,support,f1
aber,50,0.484211
aufgaben,50,0.862745
bleibt,50,0.695652
darüber,50,0.557692
digitalisierung,50,0.752137
einmal,50,0.422018
finden,50,0.468085
gegen,50,0.436782
geworden,50,0.673267
herrn,50,0.146341
investitionen,50,0.792793
kommunen,50,0.811321
linke,50,0.440000
möglichkeit,50,0.660377
passiert,50,0.510638
