class,support,f1
aber,50,0.579439
aufgaben,50,0.854369
bleibt,50,0.736842
darüber,50,0.692308
digitalisierung,50,0.893204
einmal,50,0.425532
finden,50,0.602151
gegen,50,0.477064
geworden,50,0.750000
herrn,50,0.240000
investitionen,50,0.876190
kommunen,50,0.929293
linke,50,0.588235
möglichkeit,50,0.766355
passiert,50,0.740000
