class,support,f1
aber,50,0.131148
aufgaben,50,0.192771
bleibt,50,0.159420
darüber,50,0.130435
digitalisierung,50,0.426966
einmal,50,0.058824
finden,50,0.049383
gegen,50,0.166667
geworden,50,0.129032
herrn,50,0.213592
investitionen,50,0.333333
kommunen,50,0.368421
linke,50,0.307692
möglichkeit,50,0.195652
passiert,50,0.146341
