class,support,f1
aber,50,0.600000
aufgaben,50,0.900000
bleibt,50,0.764045
darüber,50,0.679245
digitalisierung,50,0.867925
einmal,50,0.415842
finden,50,0.659794
gegen,50,0.522523
geworden,50,0.757282
herrn,50,0.344828
investitionen,50,0.891089
kommunen,50,0.900000
linke,50,0.562500
möglichkeit,50,0.796117
passiert,50,0.720000
