class,support,f1
aber,50,0.183908
aufgaben,50,0.361702
bleibt,50,0.242424
darüber,50,0.262626
digitalisierung,50,0.548673
einmal,50,0.168675
finden,50,0.086957
gegen,50,0.237288
geworden,50,0.283019
herrn,50,0.228571
investitionen,50,0.375000
kommunen,50,0.454545
linke,50,0.384615
möglichkeit,50,0.396396
passiert,50,0.192771
